,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
47,good 4 u___Olivia Rodrigo,2021-07-13 16:08,Olivia Rodrigo,good 4 u,2169,2021-07-13 16:08:00,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
48,Permission to Dance___BTS,2021-07-13 16:11,BTS,Permission to Dance,12617,2021-07-13 16:11:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
49,Kiss Me More (feat. SZA)___Doja Cat,2021-07-13 16:11,Doja Cat,Kiss Me More (feat. SZA),208866,2021-07-13 16:11:00,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
50,Levitating (feat. DaBaby)___Dua Lipa,2021-07-13 16:15,Dua Lipa,Levitating (feat. DaBaby),203064,2021-07-13 16:15:00,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064.0,4.0,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9
51,MONTERO (Call Me By Your Name)___Lil Nas X,2021-07-13 16:16,Lil Nas X,MONTERO (Call Me By Your Name),53371,2021-07-13 16:16:00,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,1SC5rEoYDGUK4NfG82494W,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704.0,4.0,MONTERO,6pOiDiuDQqrmo5DbG0ZubR
52,Save Your Tears (with Ariana Grande) (Remix)___The Weeknd,2021-07-13 16:19,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),191013,2021-07-13 16:19:00,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014.0,4.0,Save Your Tears (Remix),2fyOpT5c9kxR8zbDh6UtXh
53,Leave The Door Open___Bruno Mars,2021-07-13 16:23,Bruno Mars,Leave The Door Open,242096,2021-07-13 16:23:00,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0,An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk
54,Peaches (feat. Daniel Caesar & Giveon)___Justin Bieber,2021-07-13 16:26,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),198081,2021-07-13 16:26:00,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082.0,4.0,Justice,5dGWwsZ9iB2Xc3UKR0gif2
55,Yonaguni___Bad Bunny,2021-07-13 16:31,Bad Bunny,Yonaguni,206710,2021-07-13 16:31:00,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,206710.0,4.0,Yonaguni,6VSOIs13DaSG2IPilNviX5
56,You Right___Doja Cat,2021-07-13 16:34,Doja Cat,You Right,186173,2021-07-13 16:34:00,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
57,Butter___BTS,2021-07-13 16:38,BTS,Butter,164441,2021-07-13 16:38:00,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.695,109.997,audio_features,6jjYDGxVJsWS0a5wlVF5vS,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,Proof,6al2VdKbb6FIz9d7lU7WRB
58,Heat Waves___Glass Animals,2021-07-13 16:42,Glass Animals,Heat Waves,238805,2021-07-13 16:42:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
59,Todo De Ti___Rauw Alejandro,2021-07-13 16:47,Rauw Alejandro,Todo De Ti,202770,2021-07-13 16:47:00,0.78,0.718,3.0,-3.605,0.0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,199604.0,4.0,Todo De Ti,3zjKITMp5FHj5aqtWWXrxH
60,Leave Before You Love Me (with Jonas Brothers)___Marshmello,2021-07-13 16:49,Marshmello,Leave Before You Love Me (with Jonas Brothers),154983,2021-07-13 16:49:00,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983.0,4.0,Leave Before You Love Me,66JuK41D3LpkbX3HCTGcQk
61,deja vu___Olivia Rodrigo,2021-07-13 16:52,Olivia Rodrigo,deja vu,166032,2021-07-13 16:52:00,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
62,STAY (with Justin Bieber)___The Kid LAROI,2021-07-13 16:59,The Kid LAROI,STAY (with Justin Bieber),158615,2021-07-13 16:59:00,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806.0,4.0,STAY (with Justin Bieber),4QLAtpLNUsHEYrcHXmMIZZ
63,Bad Habits___Ed Sheeran,2021-07-13 17:03,Ed Sheeran,Bad Habits,231041,2021-07-13 17:03:00,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747.0,4.0,=,32iAEBstCjauDhyKpGjTuq
64,Beggin'___Måneskin,2021-07-13 17:08,Måneskin,Beggin',211560,2021-07-13 17:08:00,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560.0,4.0,Chosen,2qJw6w5XwQO0PQlSWPu7Tw
65,Motley Crew___Post Malone,2021-07-13 17:11,Post Malone,Motley Crew,184213,2021-07-13 17:11:00,0.797,0.631,3.0,-3.818,0.0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,audio_features,40uMIn2zJLAQhNXghRjBed,spotify:track:40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/audio-analysis/40uMIn2zJLAQhNXghRjBed,184213.0,4.0,Motley Crew,4tokbQaFXRrq8keVGBD9vb
66,NDA___Billie Eilish,2021-07-13 17:13,Billie Eilish,NDA,13624,2021-07-13 17:13:00,0.765,0.373,8.0,-9.921,1.0,0.0713,0.341,0.525,0.112,0.554,85.016,audio_features,38GBNKZUhfBkk3oNlWzRYd,spotify:track:38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,195777.0,4.0,Happier Than Ever,0JGOiO34nwfUdDrD612dOp
67,good 4 u___Olivia Rodrigo,2021-07-13 17:16,Olivia Rodrigo,good 4 u,178146,2021-07-13 17:16:00,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
68,Kiss Me More (feat. SZA)___Doja Cat,2021-07-13 17:19,Doja Cat,Kiss Me More (feat. SZA),208866,2021-07-13 17:19:00,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
69,STAY (with Justin Bieber)___The Kid LAROI,2021-07-13 18:07,The Kid LAROI,STAY (with Justin Bieber),19072,2021-07-13 18:07:00,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806.0,4.0,STAY (with Justin Bieber),4QLAtpLNUsHEYrcHXmMIZZ
70,Permission to Dance___BTS,2021-07-13 18:29,BTS,Permission to Dance,97570,2021-07-13 18:29:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
71,Permission to Dance___BTS,2021-07-13 18:59,BTS,Permission to Dance,5688,2021-07-13 18:59:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
72,Permission to Dance___BTS,2021-07-13 21:24,BTS,Permission to Dance,25419,2021-07-13 21:24:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
73,Permission to Dance___BTS,2021-07-14 17:55,BTS,Permission to Dance,61605,2021-07-14 17:55:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
74,Levitating (feat. DaBaby)___Dua Lipa,2021-07-14 17:55,Dua Lipa,Levitating (feat. DaBaby),13772,2021-07-14 17:55:00,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064.0,4.0,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9
75,STAY (with Justin Bieber)___The Kid LAROI,2021-07-14 17:58,The Kid LAROI,STAY (with Justin Bieber),141805,2021-07-14 17:58:00,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,5HCyWlXZPP0y6Gqq8TgA20,spotify:track:5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,https://api.spotify.com/v1/audio-analysis/5HCyWlXZPP0y6Gqq8TgA20,141806.0,4.0,STAY (with Justin Bieber),4QLAtpLNUsHEYrcHXmMIZZ
76,Beggin'___Måneskin,2021-07-14 18:02,Måneskin,Beggin',3713,2021-07-14 18:02:00,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560.0,4.0,Chosen,2qJw6w5XwQO0PQlSWPu7Tw
77,Bad Habits___Ed Sheeran,2021-07-14 18:02,Ed Sheeran,Bad Habits,231041,2021-07-14 18:02:00,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747.0,4.0,=,32iAEBstCjauDhyKpGjTuq
78,MONTERO (Call Me By Your Name)___Lil Nas X,2021-07-14 18:05,Lil Nas X,MONTERO (Call Me By Your Name),180,2021-07-14 18:05:00,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,1SC5rEoYDGUK4NfG82494W,spotify:track:1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/tracks/1SC5rEoYDGUK4NfG82494W,https://api.spotify.com/v1/audio-analysis/1SC5rEoYDGUK4NfG82494W,137704.0,4.0,MONTERO,6pOiDiuDQqrmo5DbG0ZubR
79,Permission to Dance___BTS,2021-07-14 18:05,BTS,Permission to Dance,708,2021-07-14 18:05:00,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,audio_features,3XYRV7ZSHqIRDG87DKTtry,spotify:track:3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/tracks/3XYRV7ZSHqIRDG87DKTtry,https://api.spotify.com/v1/audio-analysis/3XYRV7ZSHqIRDG87DKTtry,187585.0,4.0,Permission to Dance,5ExDI42RCtISkQXAgv8dtZ
80,NDA___Billie Eilish,2021-07-14 18:05,Billie Eilish,NDA,1253,2021-07-14 18:05:00,0.765,0.373,8.0,-9.921,1.0,0.0713,0.341,0.525,0.112,0.554,85.016,audio_features,38GBNKZUhfBkk3oNlWzRYd,spotify:track:38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,195777.0,4.0,Happier Than Ever,0JGOiO34nwfUdDrD612dOp
81,Kiss Me More (feat. SZA)___Doja Cat,2021-07-14 18:05,Doja Cat,Kiss Me More (feat. SZA),1036,2021-07-14 18:05:00,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,audio_features,3DarAbFujv6eYNliUTyqtz,spotify:track:3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/tracks/3DarAbFujv6eYNliUTyqtz,https://api.spotify.com/v1/audio-analysis/3DarAbFujv6eYNliUTyqtz,208667.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
82,Levitating (feat. DaBaby)___Dua Lipa,2021-07-14 18:05,Dua Lipa,Levitating (feat. DaBaby),23,2021-07-14 18:05:00,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,5nujrmhLynf4yMoMtj8AQF,spotify:track:5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064.0,4.0,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9
83,Peaches (feat. Daniel Caesar & Giveon)___Justin Bieber,2021-07-14 18:05,Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),392,2021-07-14 18:05:00,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,audio_features,4iJyoBOLtHqaGxP12qzhQI,spotify:track:4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,https://api.spotify.com/v1/audio-analysis/4iJyoBOLtHqaGxP12qzhQI,198082.0,4.0,Justice,5dGWwsZ9iB2Xc3UKR0gif2
84,Motley Crew___Post Malone,2021-07-14 18:05,Post Malone,Motley Crew,182751,2021-07-14 18:05:00,0.797,0.631,3.0,-3.818,0.0,0.0786,0.0904,3.71e-06,0.0998,0.288,129.915,audio_features,40uMIn2zJLAQhNXghRjBed,spotify:track:40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/tracks/40uMIn2zJLAQhNXghRjBed,https://api.spotify.com/v1/audio-analysis/40uMIn2zJLAQhNXghRjBed,184213.0,4.0,Motley Crew,4tokbQaFXRrq8keVGBD9vb
85,Save Your Tears (with Ariana Grande) (Remix)___The Weeknd,2021-07-14 18:05,The Weeknd,Save Your Tears (with Ariana Grande) (Remix),524,2021-07-14 18:05:00,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,audio_features,37BZB0z9T8Xu7U3e65qxFy,spotify:track:37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014.0,4.0,Save Your Tears (Remix),2fyOpT5c9kxR8zbDh6UtXh
86,Leave The Door Open___Bruno Mars,2021-07-14 18:05,Bruno Mars,Leave The Door Open,407,2021-07-14 18:05:00,0.586,0.616,5.0,-7.964,1.0,0.0324,0.182,0.0,0.0927,0.719,148.088,audio_features,02VBYrHfVwfEWXk5DXyf0T,spotify:track:02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/tracks/02VBYrHfVwfEWXk5DXyf0T,https://api.spotify.com/v1/audio-analysis/02VBYrHfVwfEWXk5DXyf0T,242096.0,4.0,An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk
87,good 4 u___Olivia Rodrigo,2021-07-14 18:05,Olivia Rodrigo,good 4 u,236,2021-07-14 18:05:00,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,spotify:track:4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,https://api.spotify.com/v1/audio-analysis/4ZtFanR9U6ndgddUvNcjcG,178147.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
88,Yonaguni___Bad Bunny,2021-07-14 18:09,Bad Bunny,Yonaguni,206710,2021-07-14 18:09:00,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,audio_features,2JPLbjOn0wPCngEot2STUS,spotify:track:2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/tracks/2JPLbjOn0wPCngEot2STUS,https://api.spotify.com/v1/audio-analysis/2JPLbjOn0wPCngEot2STUS,206710.0,4.0,Yonaguni,6VSOIs13DaSG2IPilNviX5
89,You Right___Doja Cat,2021-07-14 18:09,Doja Cat,You Right,19975,2021-07-14 18:09:00,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986,audio_features,0k4d5YPDr1r7FX77VdqWez,spotify:track:0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/tracks/0k4d5YPDr1r7FX77VdqWez,https://api.spotify.com/v1/audio-analysis/0k4d5YPDr1r7FX77VdqWez,186173.0,4.0,Planet Her,1nAQbHeOWTfQzbOoFrvndW
90,Butter___BTS,2021-07-14 18:09,BTS,Butter,840,2021-07-14 18:09:00,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0788,0.695,109.997,audio_features,6jjYDGxVJsWS0a5wlVF5vS,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/tracks/6jjYDGxVJsWS0a5wlVF5vS,https://api.spotify.com/v1/audio-analysis/6jjYDGxVJsWS0a5wlVF5vS,164952.0,4.0,Proof,6al2VdKbb6FIz9d7lU7WRB
91,Heat Waves___Glass Animals,2021-07-14 18:13,Glass Animals,Heat Waves,238805,2021-07-14 18:13:00,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,audio_features,3USxtqRwSYz57Ewm6wWRMp,spotify:track:3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/tracks/3USxtqRwSYz57Ewm6wWRMp,https://api.spotify.com/v1/audio-analysis/3USxtqRwSYz57Ewm6wWRMp,238805.0,4.0,Dreamland,5bfpRtBW7RNRdsm3tRyl3R
92,Todo De Ti___Rauw Alejandro,2021-07-14 18:14,Rauw Alejandro,Todo De Ti,44698,2021-07-14 18:14:00,0.78,0.718,3.0,-3.605,0.0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,4fSIb4hdOQ151TILNsSEaF,spotify:track:4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/tracks/4fSIb4hdOQ151TILNsSEaF,https://api.spotify.com/v1/audio-analysis/4fSIb4hdOQ151TILNsSEaF,199604.0,4.0,Todo De Ti,3zjKITMp5FHj5aqtWWXrxH
93,Leave Before You Love Me (with Jonas Brothers)___Marshmello,2021-07-14 18:16,Marshmello,Leave Before You Love Me (with Jonas Brothers),154983,2021-07-14 18:16:00,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,154983.0,4.0,Leave Before You Love Me,66JuK41D3LpkbX3HCTGcQk
94,deja vu___Olivia Rodrigo,2021-07-14 18:20,Olivia Rodrigo,deja vu,215506,2021-07-14 18:20:00,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,audio_features,6HU7h9RYOaPRFeh0R3UeAr,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/tracks/6HU7h9RYOaPRFeh0R3UeAr,https://api.spotify.com/v1/audio-analysis/6HU7h9RYOaPRFeh0R3UeAr,215507.0,4.0,SOUR,6s84u2TUpR3wdUv4NgKA2j
