,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID,track Number
Be Somebody___CVBZ,0.627,0.748,11.0,-6.976,1.0,0.125,0.0639,0.0,0.135,0.54,99.965,audio_features,0LcGOUrihGMa7yCq6jjd8a,spotify:track:0LcGOUrihGMa7yCq6jjd8a,https://api.spotify.com/v1/tracks/0LcGOUrihGMa7yCq6jjd8a,https://api.spotify.com/v1/audio-analysis/0LcGOUrihGMa7yCq6jjd8a,168149.0,4.0,Be Somebody,15E6THwyRVkSoJIGCb1al1,1077
Sugar___Maroon 5,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,audio_features,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493.0,4.0,V,2Auw0pTT6EcQdvHNimhLQI,1078
Far From Home Suite Home___Michael Giacchino,0.255,0.546,9.0,-10.179,0.0,0.0526,0.143,0.819,0.382,0.0606,124.624,audio_features,2Y9v6F9vFK9Z8KAoFwAj9Z,spotify:track:2Y9v6F9vFK9Z8KAoFwAj9Z,https://api.spotify.com/v1/tracks/2Y9v6F9vFK9Z8KAoFwAj9Z,https://api.spotify.com/v1/audio-analysis/2Y9v6F9vFK9Z8KAoFwAj9Z,507467.0,4.0,Spider-Man: Far from Home (Original Motion Picture Soundtrack),7dHHxnqokv90t6wVqTEk6F,1079
T-KT (Attack on Titan)___Kayou. Beats,0.649,0.495,2.0,-13.031,0.0,0.0703,0.791,0.951,0.121,0.108,139.87,audio_features,09kWiwuSdJHEgzAAOPhLyM,spotify:track:09kWiwuSdJHEgzAAOPhLyM,https://api.spotify.com/v1/tracks/09kWiwuSdJHEgzAAOPhLyM,https://api.spotify.com/v1/audio-analysis/09kWiwuSdJHEgzAAOPhLyM,151087.0,4.0,Anime Lofi Beats,5bzmWCADEiFQC7Ezyz61jH,1080
lovely (with Khalid)___Billie Eilish,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,audio_features,0u2P5u6lvoDfwTYjAADbn4,spotify:track:0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/tracks/0u2P5u6lvoDfwTYjAADbn4,https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,200186.0,4.0,lovely (with Khalid),2sBB17RXTamvj7Ncps15AK,1081
Faded Love (feat. Future)___Tinashe,0.566,0.669,5.0,-5.772,0.0,0.325,0.678,0.0,0.261,0.698,102.582,audio_features,17uivGWu6kfAvH6UgR7j4x,spotify:track:17uivGWu6kfAvH6UgR7j4x,https://api.spotify.com/v1/tracks/17uivGWu6kfAvH6UgR7j4x,https://api.spotify.com/v1/audio-analysis/17uivGWu6kfAvH6UgR7j4x,203027.0,4.0,Joyride,0u3rjsCgagcSxHoRtXMKQo,1082
Unstoppable___The Score,0.485,0.843,1.0,-3.993,0.0,0.0467,0.00129,1.01e-05,0.14,0.602,78.001,audio_features,6rrKbzJGGDlSZgLphopS49,spotify:track:6rrKbzJGGDlSZgLphopS49,https://api.spotify.com/v1/tracks/6rrKbzJGGDlSZgLphopS49,https://api.spotify.com/v1/audio-analysis/6rrKbzJGGDlSZgLphopS49,192107.0,4.0,ATLAS,6pUg9RDDoVyQQVJ48FkmXz,1083
Acrylic Paint___HM Surf,0.838,0.219,6.0,-12.224,1.0,0.172,0.471,0.8,0.109,0.771,130.058,audio_features,1efPw2NNZmhe2F0QyDivQr,spotify:track:1efPw2NNZmhe2F0QyDivQr,https://api.spotify.com/v1/tracks/1efPw2NNZmhe2F0QyDivQr,https://api.spotify.com/v1/audio-analysis/1efPw2NNZmhe2F0QyDivQr,125542.0,4.0,Morning Coffee,6SyfRVMVetoCiUXBEzCJ0J,1084
Kiptime___brillion.,0.684,0.407,10.0,-10.943,1.0,0.0306,0.556,0.903,0.0889,0.0802,119.966,audio_features,1ePtPIG7DjX80wr30mRhNc,spotify:track:1ePtPIG7DjX80wr30mRhNc,https://api.spotify.com/v1/tracks/1ePtPIG7DjX80wr30mRhNc,https://api.spotify.com/v1/audio-analysis/1ePtPIG7DjX80wr30mRhNc,145000.0,4.0,Lazy Sunday,4WKAzZ4LdjbtQu1Nhh5KDx,1085
Wait___Maroon 5,0.655,0.603,8.0,-5.014,1.0,0.0555,0.0959,0.0,0.107,0.452,126.088,audio_features,6AvfZXpbb6r35DfF7gHPRq,spotify:track:6AvfZXpbb6r35DfF7gHPRq,https://api.spotify.com/v1/tracks/6AvfZXpbb6r35DfF7gHPRq,https://api.spotify.com/v1/audio-analysis/6AvfZXpbb6r35DfF7gHPRq,190643.0,4.0,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,1086
Touch___VINAI,0.552,0.846,9.0,-4.912,1.0,0.342,0.0114,0.0,0.309,0.554,98.56,audio_features,2dxjKgT0li4qBI3QwuN9Ih,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,https://api.spotify.com/v1/tracks/2dxjKgT0li4qBI3QwuN9Ih,https://api.spotify.com/v1/audio-analysis/2dxjKgT0li4qBI3QwuN9Ih,236600.0,1.0,Late Registration,5ll74bqtkcXlKE7wwkMq4g,1087
emotions___iann dior,0.63,0.63,9.0,-6.211,1.0,0.0395,0.0131,0.0,0.142,0.163,80.512,audio_features,5ls62WNKHUUrdF3r1cv83T,spotify:track:5ls62WNKHUUrdF3r1cv83T,https://api.spotify.com/v1/tracks/5ls62WNKHUUrdF3r1cv83T,https://api.spotify.com/v1/audio-analysis/5ls62WNKHUUrdF3r1cv83T,131213.0,4.0,nothings ever good enough,5UHC2JN3ck4XPYPjngia2G,1088
heartbreak3r___iann dior,0.754,0.562,10.0,-7.53,0.0,0.0634,0.128,0.0,0.105,0.552,159.968,audio_features,3NXUqXUjmXvziJGXviRRkw,spotify:track:3NXUqXUjmXvziJGXviRRkw,https://api.spotify.com/v1/tracks/3NXUqXUjmXvziJGXviRRkw,https://api.spotify.com/v1/audio-analysis/3NXUqXUjmXvziJGXviRRkw,133120.0,4.0,on to better things,0sb3OPjnOZEgWrAhwSyGJc,1089
Bad Vibe___M.O,0.813,0.701,10.0,-4.428,1.0,0.045,0.178,0.0,0.0962,0.758,110.006,audio_features,3HATF0OPbTWWy5TPz8KiAu,spotify:track:3HATF0OPbTWWy5TPz8KiAu,https://api.spotify.com/v1/tracks/3HATF0OPbTWWy5TPz8KiAu,https://api.spotify.com/v1/audio-analysis/3HATF0OPbTWWy5TPz8KiAu,214253.0,4.0,Modus Operandi,16JYdERnBWMgtLL7JEluUq,1090
Serenade___Krynoze,0.0688,0.00165,0.0,-37.165,1.0,0.047,0.882,0.862,0.115,0.031,77.245,audio_features,17acvRlK1CgobLmpPVGCXK,spotify:track:17acvRlK1CgobLmpPVGCXK,https://api.spotify.com/v1/tracks/17acvRlK1CgobLmpPVGCXK,https://api.spotify.com/v1/audio-analysis/17acvRlK1CgobLmpPVGCXK,155143.0,4.0,Serenade of Sleep,2qz8H6y3k8e32VePeAewuL,1091
A Walk Through the Sky___Kainbeats,0.702,0.093,8.0,-18.081,1.0,0.0369,0.954,0.94,0.109,0.0878,68.064,audio_features,2YGL67yMdbftbysa2TlvtJ,spotify:track:2YGL67yMdbftbysa2TlvtJ,https://api.spotify.com/v1/tracks/2YGL67yMdbftbysa2TlvtJ,https://api.spotify.com/v1/audio-analysis/2YGL67yMdbftbysa2TlvtJ,141396.0,4.0,A Walk Through the Sky,4jHRJ8MXDSvP7kkqLJe22C,1092
Nights With You - Cheat Codes Remix___MØ,0.741,0.796,1.0,-6.029,0.0,0.0575,0.00379,0.00935,0.54,0.461,115.971,audio_features,2lE6CIzmQvcF7Mo3z4k9cr,spotify:track:2lE6CIzmQvcF7Mo3z4k9cr,https://api.spotify.com/v1/tracks/2lE6CIzmQvcF7Mo3z4k9cr,https://api.spotify.com/v1/audio-analysis/2lE6CIzmQvcF7Mo3z4k9cr,246055.0,4.0,Nights With You (Cheat Codes Remix),0p1od04r7AhAYwwJa4o9hy,1093
Nights Like This (feat. Ty Dolla $ign)___Kehlani,0.61,0.725,8.0,-5.131,1.0,0.15,0.367,0.0,0.154,0.291,146.163,audio_features,6ZRuF2n1CQxyxxAAWsKJOy,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,https://api.spotify.com/v1/tracks/6ZRuF2n1CQxyxxAAWsKJOy,https://api.spotify.com/v1/audio-analysis/6ZRuF2n1CQxyxxAAWsKJOy,201788.0,4.0,While We Wait,73ZvpuYhKDr2FW4vlPsTpW,1094
beside you___keshi,0.711,0.747,0.0,-6.335,1.0,0.0523,0.459,0.0,0.0957,0.852,136.0,audio_features,1Fhb9iJPufNMZSwupsXiRe,spotify:track:1Fhb9iJPufNMZSwupsXiRe,https://api.spotify.com/v1/tracks/1Fhb9iJPufNMZSwupsXiRe,https://api.spotify.com/v1/audio-analysis/1Fhb9iJPufNMZSwupsXiRe,166023.0,4.0,beside you,3boOG8cQ8szHDizPKUyBFD,1095
All Falls Down (feat. Juliander)___Alan Walker,0.655,0.672,1.0,-4.966,1.0,0.0581,0.253,0.0,0.312,0.675,98.005,audio_features,1HvCFAUIWQsWV9zud3UhDl,spotify:track:1HvCFAUIWQsWV9zud3UhDl,https://api.spotify.com/v1/tracks/1HvCFAUIWQsWV9zud3UhDl,https://api.spotify.com/v1/audio-analysis/1HvCFAUIWQsWV9zud3UhDl,198880.0,4.0,Different World,3nzuGtN3nXARvvecier4K0,1096
My Universe___Coldplay,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,audio_features,3FeVmId7tL5YN8B7R3imoM,spotify:track:3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/tracks/3FeVmId7tL5YN8B7R3imoM,https://api.spotify.com/v1/audio-analysis/3FeVmId7tL5YN8B7R3imoM,228000.0,4.0,My Universe,39McjovZ3M6n5SFtNmWTdp,1097
Hello There___Dillon Francis,0.798,0.72,2.0,-6.368,1.0,0.0672,0.0205,0.0,0.0666,0.451,114.028,audio_features,7fyx7nBQTEtYrfXc0UgUYs,spotify:track:7fyx7nBQTEtYrfXc0UgUYs,https://api.spotify.com/v1/tracks/7fyx7nBQTEtYrfXc0UgUYs,https://api.spotify.com/v1/audio-analysis/7fyx7nBQTEtYrfXc0UgUYs,180321.0,4.0,Hello There,6AxZq3UT0oYCO1zoXECi8f,1098
Next To Me___DLJ,0.673,0.171,9.0,-9.816,0.0,0.0465,0.683,0.882,0.0898,0.0391,129.979,audio_features,6EJ1y3wdV0gu6QRwagi6tD,spotify:track:6EJ1y3wdV0gu6QRwagi6tD,https://api.spotify.com/v1/tracks/6EJ1y3wdV0gu6QRwagi6tD,https://api.spotify.com/v1/audio-analysis/6EJ1y3wdV0gu6QRwagi6tD,164769.0,4.0,After Life,6tAnYBib3ol7bjjqwI4d2u,1099
Why Do You Lie To Me (feat. Lil Baby)___Topic,0.65,0.738,4.0,-6.46,0.0,0.158,0.0539,0.0,0.206,0.336,119.827,audio_features,1Mu0qs9DQ8OfhiPvHxZMMM,spotify:track:1Mu0qs9DQ8OfhiPvHxZMMM,https://api.spotify.com/v1/tracks/1Mu0qs9DQ8OfhiPvHxZMMM,https://api.spotify.com/v1/audio-analysis/1Mu0qs9DQ8OfhiPvHxZMMM,171291.0,4.0,Why Do You Lie To Me (feat. Lil Baby),3iNaGDKGSJXFbxJ1A5wCgx,1100
Stargazing___kyu,0.46,0.451,5.0,-13.747,0.0,0.0413,0.833,0.937,0.0863,0.0363,195.113,audio_features,6IM9Er6nQT3ZTp8LBUzB8d,spotify:track:6IM9Er6nQT3ZTp8LBUzB8d,https://api.spotify.com/v1/tracks/6IM9Er6nQT3ZTp8LBUzB8d,https://api.spotify.com/v1/audio-analysis/6IM9Er6nQT3ZTp8LBUzB8d,133438.0,3.0,Dreamscapes,0ObvSOol6nFuU2VCEBZ8QL,1101
apart___Bert,0.609,0.71,2.0,-6.931,1.0,0.492,0.552,0.0,0.0795,0.36,121.614,audio_features,3ndTxUOPgP7hcKvtA2UJ9X,spotify:track:3ndTxUOPgP7hcKvtA2UJ9X,https://api.spotify.com/v1/tracks/3ndTxUOPgP7hcKvtA2UJ9X,https://api.spotify.com/v1/audio-analysis/3ndTxUOPgP7hcKvtA2UJ9X,209099.0,4.0,Apart From You,0jz7VkLAvvuH0koTciQB6o,1102
Zone___Arizona Zervas,0.722,0.551,2.0,-6.852,1.0,0.0397,0.25,6.39e-05,0.162,0.531,139.983,audio_features,0xl5SmrxNAmwc92Ihv9e5s,spotify:track:0xl5SmrxNAmwc92Ihv9e5s,https://api.spotify.com/v1/tracks/0xl5SmrxNAmwc92Ihv9e5s,https://api.spotify.com/v1/audio-analysis/0xl5SmrxNAmwc92Ihv9e5s,199714.0,4.0,Zone,75hxVfkeyfCso8XCFZQRim,1103
Tsuyu___Otaam,0.551,0.297,6.0,-13.053,0.0,0.0815,0.868,0.615,0.114,0.196,160.104,audio_features,5WXzfaLP2hDTqr7w2LEtFf,spotify:track:5WXzfaLP2hDTqr7w2LEtFf,https://api.spotify.com/v1/tracks/5WXzfaLP2hDTqr7w2LEtFf,https://api.spotify.com/v1/audio-analysis/5WXzfaLP2hDTqr7w2LEtFf,149582.0,3.0,Soothing Breeze,4gc3hBMuSMWNYfXgxuhp0Y,1104
Either Way (feat. Joey Bada$$) - The Wild Remix___Snakehips,0.653,0.877,8.0,-2.335,1.0,0.135,0.257,0.00378,0.341,0.496,122.773,audio_features,2DSD3g4zxSMfUxskX5Se3G,spotify:track:2DSD3g4zxSMfUxskX5Se3G,https://api.spotify.com/v1/tracks/2DSD3g4zxSMfUxskX5Se3G,https://api.spotify.com/v1/audio-analysis/2DSD3g4zxSMfUxskX5Se3G,189024.0,4.0,Either Way (The Remixes) (feat. Joey Bada$$),0EMZZtRz6Mqgixl07L4xqI,1105
Solo (feat. Demi Lovato)___Clean Bandit,0.737,0.636,11.0,-4.546,0.0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,audio_features,6kPJZM97LwdG9QIsT7khp6,spotify:track:6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/tracks/6kPJZM97LwdG9QIsT7khp6,https://api.spotify.com/v1/audio-analysis/6kPJZM97LwdG9QIsT7khp6,222653.0,4.0,Solo (feat. Demi Lovato),1q7a5wZeti0neU2jDn8Dz3,1106
Solstice___Sling Dilly,0.367,0.16,6.0,-19.176,1.0,0.274,0.893,0.633,0.118,0.503,171.406,audio_features,1S3ng6A0Gq8BPLJMtue20u,spotify:track:1S3ng6A0Gq8BPLJMtue20u,https://api.spotify.com/v1/tracks/1S3ng6A0Gq8BPLJMtue20u,https://api.spotify.com/v1/audio-analysis/1S3ng6A0Gq8BPLJMtue20u,101739.0,5.0,Weightless,6wK2zomYYmmDbbyde3y1oB,1107
Cold (feat. Future)___Maroon 5,0.693,0.717,9.0,-6.346,0.0,0.107,0.14,0.0,0.0464,0.412,99.836,audio_features,7gwLQ4tZ5UdZ7qNcDyJ8wr,spotify:track:7gwLQ4tZ5UdZ7qNcDyJ8wr,https://api.spotify.com/v1/tracks/7gwLQ4tZ5UdZ7qNcDyJ8wr,https://api.spotify.com/v1/audio-analysis/7gwLQ4tZ5UdZ7qNcDyJ8wr,234308.0,4.0,Red Pill Blues (Deluxe),3ThQ5dvf9wlqB0C7evh5nH,1108
All My Love___Major Lazer,0.661,0.837,2.0,-4.717,0.0,0.0388,0.00814,0.0019,0.304,0.326,115.091,audio_features,1hfaeLP0VoQ9Cb6y401NGh,spotify:track:1hfaeLP0VoQ9Cb6y401NGh,https://api.spotify.com/v1/tracks/1hfaeLP0VoQ9Cb6y401NGh,https://api.spotify.com/v1/audio-analysis/1hfaeLP0VoQ9Cb6y401NGh,212307.0,4.0,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Soundtrack),56bAWM3HFElgEjdnraBqvQ,1109
Life's A Mess II (with Clever & Post Malone)___Juice WRLD,0.53,0.37,6.0,-9.989,1.0,0.0279,0.806,0.0,0.112,0.701,140.061,audio_features,4O3RwH1TFG1EjPezLIYehI,spotify:track:4O3RwH1TFG1EjPezLIYehI,https://api.spotify.com/v1/tracks/4O3RwH1TFG1EjPezLIYehI,https://api.spotify.com/v1/audio-analysis/4O3RwH1TFG1EjPezLIYehI,206734.0,4.0,Life’s A Mess II (with Clever & Post Malone),4BUBmfexqfuvnaVT7ZnFiR,1110
Nothing Without You___The Weeknd,0.575,0.634,1.0,-8.1,1.0,0.068,0.0646,0.0,0.0878,0.191,109.825,audio_features,57qiTKh8bVX0VtfUNTQqhw,spotify:track:57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/tracks/57qiTKh8bVX0VtfUNTQqhw,https://api.spotify.com/v1/audio-analysis/57qiTKh8bVX0VtfUNTQqhw,198653.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe,1111
Blank Canvas___BluntOne,0.637,0.156,10.0,-19.37,0.0,0.0309,0.521,0.786,0.13,0.233,94.825,audio_features,1HxqiXTBlDUlzWBBvAt4bT,spotify:track:1HxqiXTBlDUlzWBBvAt4bT,https://api.spotify.com/v1/tracks/1HxqiXTBlDUlzWBBvAt4bT,https://api.spotify.com/v1/audio-analysis/1HxqiXTBlDUlzWBBvAt4bT,184543.0,4.0,A Day in the Life,2nZszsc77boaYAsssNuZXe,1112
Raincoat___Timeflies,0.697,0.659,10.0,-5.544,1.0,0.104,0.217,0.0,0.254,0.49,150.941,audio_features,27eoCHVL1mohdzR7c61KQ1,spotify:track:27eoCHVL1mohdzR7c61KQ1,https://api.spotify.com/v1/tracks/27eoCHVL1mohdzR7c61KQ1,https://api.spotify.com/v1/audio-analysis/27eoCHVL1mohdzR7c61KQ1,217126.0,4.0,Too Much,1WkOS0dqZZ4XGwGVcLn3bg,1113
Leck___MORGENSHTERN,0.864,0.605,1.0,-5.988,0.0,0.0548,0.0123,1.03e-06,0.325,0.869,99.978,audio_features,3WgAqJkQMfSjiBG57f5XCb,spotify:track:3WgAqJkQMfSjiBG57f5XCb,https://api.spotify.com/v1/tracks/3WgAqJkQMfSjiBG57f5XCb,https://api.spotify.com/v1/audio-analysis/3WgAqJkQMfSjiBG57f5XCb,151200.0,4.0,Leck,1AbNNIobtDhIFN5x5FUrME,1114
One More Weekend___Audien,0.667,0.899,2.0,-2.144,1.0,0.0411,0.387,0.0,0.0712,0.389,110.005,audio_features,0dzKKW6FzIT7C38BdQBbgw,spotify:track:0dzKKW6FzIT7C38BdQBbgw,https://api.spotify.com/v1/tracks/0dzKKW6FzIT7C38BdQBbgw,https://api.spotify.com/v1/audio-analysis/0dzKKW6FzIT7C38BdQBbgw,200587.0,4.0,One More Weekend,46gd3a0VDh86Y9Q1eoZc8F,1115
like i need u___keshi,0.748,0.465,5.0,-8.163,1.0,0.0869,0.399,0.0,0.294,0.412,119.872,audio_features,7ivYWXqrPLs66YwakDuSim,spotify:track:7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/tracks/7ivYWXqrPLs66YwakDuSim,https://api.spotify.com/v1/audio-analysis/7ivYWXqrPLs66YwakDuSim,182679.0,4.0,THE REAPER,1hM5xkleU8wr2yOaY2gCMB,1116
Without You___Mike Williams,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,27OeeYzk6klgBh83TSvGMA,spotify:track:27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/tracks/27OeeYzk6klgBh83TSvGMA,https://api.spotify.com/v1/audio-analysis/27OeeYzk6klgBh83TSvGMA,161385.0,4.0,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst,1117
Real Shit (with benny blanco)___Juice WRLD,0.703,0.703,1.0,-4.672,1.0,0.133,0.605,0.0,0.12,0.697,76.017,audio_features,3uVPLtkmDu8pDkYEAVqbgS,spotify:track:3uVPLtkmDu8pDkYEAVqbgS,https://api.spotify.com/v1/tracks/3uVPLtkmDu8pDkYEAVqbgS,https://api.spotify.com/v1/audio-analysis/3uVPLtkmDu8pDkYEAVqbgS,183783.0,4.0,Real Shit (with benny blanco),16EqCl0UoPe3xSIFg4xO6T,1118
Like A G6___Far East Movement,0.435,0.837,3.0,-8.126,1.0,0.449,0.00676,0.0,0.117,0.778,124.913,audio_features,4DvhkX2ic4zWkQeWMwQ2qf,spotify:track:4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/tracks/4DvhkX2ic4zWkQeWMwQ2qf,https://api.spotify.com/v1/audio-analysis/4DvhkX2ic4zWkQeWMwQ2qf,216893.0,4.0,Free Wired,1TuKgkCGIxiIns9Bc5XKRC,1119
Hate Me___Ellie Goulding,0.657,0.768,8.0,-4.628,1.0,0.0507,0.108,0.0,0.144,0.759,75.025,audio_features,6kls8cSlUyHW2BUOkDJIZE,spotify:track:6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/tracks/6kls8cSlUyHW2BUOkDJIZE,https://api.spotify.com/v1/audio-analysis/6kls8cSlUyHW2BUOkDJIZE,186223.0,4.0,Hate Me (with Juice WRLD),29FoTD5vBY3Fq1QWhbl3FM,1120
Liquid Spots___Rudy Raw,0.642,0.35,0.0,-12.421,1.0,0.308,0.731,0.866,0.111,0.493,75.01,audio_features,5AIAWorc5sausRFiIeV9z9,spotify:track:5AIAWorc5sausRFiIeV9z9,https://api.spotify.com/v1/tracks/5AIAWorc5sausRFiIeV9z9,https://api.spotify.com/v1/audio-analysis/5AIAWorc5sausRFiIeV9z9,128471.0,3.0,Imagenero,1fTaighMhTEENT8fAvdQr9,1121
Pray For Me___The Weeknd,0.732,0.678,2.0,-4.977,1.0,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,audio_features,6huNf4dutXRjJyGn7f5BPS,spotify:track:6huNf4dutXRjJyGn7f5BPS,https://api.spotify.com/v1/tracks/6huNf4dutXRjJyGn7f5BPS,https://api.spotify.com/v1/audio-analysis/6huNf4dutXRjJyGn7f5BPS,211421.0,4.0,The Highlights,5L5evi5tJPh8WaEFAQp7Tp,1122
Music To My Ears (feat. Tory Lanez)___Keys N Krates,0.502,0.648,0.0,-5.698,0.0,0.0527,0.00513,0.0,0.204,0.291,91.837,audio_features,0cjfLhk8WJ3etPTCseKXtk,spotify:track:0cjfLhk8WJ3etPTCseKXtk,https://api.spotify.com/v1/tracks/0cjfLhk8WJ3etPTCseKXtk,https://api.spotify.com/v1/audio-analysis/0cjfLhk8WJ3etPTCseKXtk,193043.0,4.0,Cura,7BNJxjx8NRl8brF2PeOHJI,1123
Fearless___Lost Sky,0.731,0.928,6.0,-4.28,1.0,0.0514,0.285,0.00121,0.119,0.326,109.997,audio_features,4y1nvncvBhdoelqPMyXxis,spotify:track:4y1nvncvBhdoelqPMyXxis,https://api.spotify.com/v1/tracks/4y1nvncvBhdoelqPMyXxis,https://api.spotify.com/v1/audio-analysis/4y1nvncvBhdoelqPMyXxis,194182.0,4.0,Fearless Pt. II,47iQRvTe8uiasjN9jIS1nr,1124
Work Out___J. Cole,0.831,0.427,2.0,-6.903,1.0,0.106,0.0531,0.0,0.307,0.216,93.004,audio_features,2wAJTrFhCnQyNSD3oUgTZO,spotify:track:2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/tracks/2wAJTrFhCnQyNSD3oUgTZO,https://api.spotify.com/v1/audio-analysis/2wAJTrFhCnQyNSD3oUgTZO,235320.0,4.0,Cole World: The Sideline Story,0fhmJYVhW0e4i33pCLPA5i,1125
Miss You (with Major Lazer & Tory Lanez)___Cashmere Cat,0.747,0.641,1.0,-4.502,1.0,0.0925,0.25,0.00107,0.106,0.453,100.028,audio_features,7HdZY9UJTylIiNcSDFyUDc,spotify:track:7HdZY9UJTylIiNcSDFyUDc,https://api.spotify.com/v1/tracks/7HdZY9UJTylIiNcSDFyUDc,https://api.spotify.com/v1/audio-analysis/7HdZY9UJTylIiNcSDFyUDc,186231.0,4.0,Miss You (with Major Lazer & Tory Lanez),5Q44tz5m4c6y4pG7VPjfj6,1126
Troublemaker (feat. Flo Rida)___Olly Murs,0.762,0.863,0.0,-3.689,0.0,0.0561,0.015,0.0,0.125,0.965,106.012,audio_features,6s8nHXTJVqFjXE4yVZPDHR,spotify:track:6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/tracks/6s8nHXTJVqFjXE4yVZPDHR,https://api.spotify.com/v1/audio-analysis/6s8nHXTJVqFjXE4yVZPDHR,185587.0,4.0,Right Place Right Time (Expanded Edition),5kU9rWhYr4MmPmaGYP5z4v,1127
Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix___David Guetta,0.448,0.911,10.0,-7.121,1.0,0.0491,0.00107,0.555,0.37,0.0305,126.021,audio_features,5072hCBK3Z15qRnTEzd8fy,spotify:track:5072hCBK3Z15qRnTEzd8fy,https://api.spotify.com/v1/tracks/5072hCBK3Z15qRnTEzd8fy,https://api.spotify.com/v1/audio-analysis/5072hCBK3Z15qRnTEzd8fy,211429.0,4.0,Titanium (feat. Sia) [David Guetta & MORTEN Future Rave Remix],2Eke7bWyUPKdFx3UdQh4rI,1128
Sidewalks___The Weeknd,0.542,0.72,1.0,-5.136,0.0,0.0628,0.147,0.0,0.348,0.623,149.828,audio_features,4h90qkbnW1Qq6pBhoPvwko,spotify:track:4h90qkbnW1Qq6pBhoPvwko,https://api.spotify.com/v1/tracks/4h90qkbnW1Qq6pBhoPvwko,https://api.spotify.com/v1/audio-analysis/4h90qkbnW1Qq6pBhoPvwko,231360.0,4.0,Starboy,2ODvWsOgouMbaA5xf0RkJe,1129
Remind Me to Forget___Kygo,0.685,0.508,0.0,-6.4,1.0,0.0987,0.193,0.0,0.139,0.315,99.063,audio_features,5sIx4BlfYGuZeSLF40N9GH,spotify:track:5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/tracks/5sIx4BlfYGuZeSLF40N9GH,https://api.spotify.com/v1/audio-analysis/5sIx4BlfYGuZeSLF40N9GH,217287.0,4.0,Remind Me to Forget,5Og1PZOwpUkL8slf11stBq,1130
"Duniyaa (From ""Luka Chuppi"")___Akhil",0.435,0.658,7.0,-5.949,0.0,0.0368,0.699,0.0,0.125,0.524,77.17,audio_features,2tjWCe2W7sgvS3C8NHcdtI,spotify:track:2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/tracks/2tjWCe2W7sgvS3C8NHcdtI,https://api.spotify.com/v1/audio-analysis/2tjWCe2W7sgvS3C8NHcdtI,222501.0,4.0,"Duniyaa (From ""Luka Chuppi"")",5hzAIEMlQpsEGIQFvnFOQx,1131
Heard About Me (feat. Nea)___Dimitri Vegas & Like Mike,0.783,0.835,0.0,-5.103,0.0,0.0625,0.141,0.000221,0.313,0.586,107.971,audio_features,3vF1Bk53lUz287NAu5RCpS,spotify:track:3vF1Bk53lUz287NAu5RCpS,https://api.spotify.com/v1/tracks/3vF1Bk53lUz287NAu5RCpS,https://api.spotify.com/v1/audio-analysis/3vF1Bk53lUz287NAu5RCpS,134435.0,4.0,Heard About Me (feat. Nea),2HPdZOq2RU7j158mu4jmdy,1132
